Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,X90sPlayed,Goals,Ast,xG,xA,SoT.,Sh.90,SoT.90,CmpPass,CmpPass.,PPA,Prog,Touches,SuccDrib,SuccDrib.,Carries,CarryToBox,SCA,GCA,GCADrib,GCASh
Andrés Tello,COL,MFDF,Benevento,Seria A,23,1996,17,2,413,4.6,0.22,0,0.09,0,42.9,1.53,0.65,29.1,69.4,0.22,3.48,55.2,0.65,50,29.6,0.87,1.09,0,0,0
Sofiane Diop,FRA,MFFW,Monaco,Ligue 1,20,2000,32,24,2023,22.5,0.31,0.04,0.2,0.1,39.5,1.91,0.76,34.5,78.8,1.11,3.96,57.6,1.69,62.3,41.3,0.71,2.8,0.27,0,0.04
Daniel Podence,POR,MFFW,Wolves,Premier League,24,1995,24,22,1661,18.5,0.16,0.11,0.17,0.1,43.8,1.73,0.76,25.8,75.2,1.14,3.57,44.2,2,56.9,34.9,1.03,3.3,0.38,0.22,0
Piotr Zieliński,POL,MF,Napoli,Seria A,26,1994,36,32,2523,28,0.29,0.36,0.19,0.19,41,2.18,0.89,37,82.8,0.82,3.46,55,1.89,61.6,39.1,0.5,3.89,0.79,0.14,0
Bryan,ESP,MFFW,Eibar,La Liga,19,2001,28,26,2265,25.2,0.16,0.12,0.16,0.21,37.5,1.59,0.6,27.6,68.3,2.1,3.49,54.2,2.86,57.1,41.9,1.39,0,0,0,0
Lucas Paquetá,BRA,MF,Lyon,Ligue 1,22,1997,30,27,2275,25.3,0.36,0.2,0.38,0.25,40.4,2.25,0.91,40.4,81.4,1.86,7.43,63,1.19,56.6,45.5,0.4,3.52,0.59,0.04,0.04
Jonathan Clauss,FRA,DF,Lens,Ligue 1,27,1992,33,30,2521,28,0.11,0.21,0.06,0.21,40,1.25,0.5,36.3,72.3,1.75,4.43,61.4,0.71,52.6,32.8,0.54,2.92,0.52,0.05,0.05
Hirving Lozano,MEX,FW,Napoli,Seria A,25,1995,32,23,1965,21.8,0.5,0.14,0.36,0.21,45.8,2.7,1.24,21.1,72.4,1.28,1.79,44.1,1.28,50,33.8,2.52,3.85,0.46,0.05,0.05
Franck Ribéry,FRA,FW,Fiorentina,Seria A,37,1983,29,28,2149,23.9,0.08,0.25,0.13,0.19,47.6,0.88,0.42,32.3,86.4,1.46,3.85,51.3,2.59,63.3,45.9,1.55,3.05,0.54,0.08,0
Romain Hamouma,FRA,FW,Saint-Étienne,Ligue 1,33,1987,29,19,1769,19.7,0.3,0.05,0.23,0.16,50,1.73,0.86,22.6,67.9,0.76,2.49,48.3,1.88,42,33.4,0.81,3.15,0.2,0,0.05
Leroy Sané,GER,FWMF,Bayern Munich,Bundesliga,24,1996,32,18,1805,20.1,0.3,0.45,0.28,0.32,36.2,2.89,1.05,30.6,74.7,1.84,3.33,58.1,3.68,60.7,46.2,1.04,4.28,1.04,0.05,0.1
Samuel Chukwueze,NGA,MFFW,Villarreal,La Liga,21,1999,28,13,1365,15.2,0.26,0.13,0.23,0.17,32.3,2.04,0.66,26.1,74.6,1.97,3.09,49.5,3.22,52.1,40.7,2.3,0,0,0,0
Memphis Depay,NED,FW,Lyon,Ligue 1,26,1994,37,33,2923,32.5,0.62,0.37,0.54,0.43,44.1,3.14,1.39,28.2,70.5,1.85,3.72,53.4,2.71,62,38.2,1.23,1.05,0.08,0,0.08
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,20,2000,35,22,1969,21.9,0.14,0.14,0.3,0.14,31,1.92,0.59,31,82.5,1.42,2.24,53.5,2.74,54.5,44.9,1.83,3.2,0.41,0.05,0.09
Federico Chiesa,ITA,DF,Fiorentina,Seria A,22,1997,3,3,240,2.7,0.37,0.37,0.26,0.3,41.7,2.44,1.02,33.7,77.1,2.22,1.85,44.7,1.42,56.5,33.4,1.79,0.71,0.13,0,0.06
Weston McKennie,USA,MF,Juventus,Seria A,21,1998,34,18,1702,18.9,0.26,0.11,0.22,0.15,48.3,1.53,0.74,35.3,85.1,0.9,2.7,52.9,0.69,59.1,32.3,0.32,2.8,0.21,0,0.05
Dele Alli,ENG,MF,Tottenham,Premier League,24,1996,15,7,620,6.9,0,0.14,0.19,0.13,33.3,1.74,0.58,39.1,80.1,1.3,3.91,63.3,1.45,45.5,43.6,0.58,1.67,0.09,0,0
Séamus Coleman,IRL,DFMF,Everton,Premier League,31,1988,25,18,1613,17.9,0,0.17,0.07,0.11,33.3,0.67,0.22,34.9,81.5,0.78,2.4,54.7,1.12,51.3,34.6,0.28,0.97,0,0,0
Gio Reyna,USA,FWMF,Dortmund,Bundesliga,17,2002,32,23,1976,22,0.18,0.23,0.2,0.2,31.6,1.73,0.55,34.9,79.3,1.41,2.64,58,2.23,55.7,44.1,1.95,3.14,0.45,0.05,0.05
Hicham Boudaoui,ALG,MFFW,Nice,Ligue 1,20,1999,25,22,1736,19.3,0.16,0.1,0.12,0.06,56.3,0.83,0.47,36.3,82.2,0.47,2.44,56.1,1.35,61.9,39.5,0.36,2.75,0.43,0.07,0.03
Cristian Ansaldi,ARG,DF,Torino,Seria A,33,1986,31,20,1947,21.6,0.05,0.28,0.08,0.23,37.5,0.74,0.28,31.7,67.9,1.85,3.61,56.2,1.57,54,35.6,0.46,0,0,0,0
Nathan Redmond,ENG,MFFW,Southampton,Premier League,26,1994,29,17,1738,19.3,0.1,0.16,0.17,0.17,31.1,2.33,0.72,29.2,75.9,1.61,3.83,51.8,2.28,52.4,37.2,1.04,3.01,0.21,0,0
Senad Lulić,BIH,DFMF,Lazio,Seria A,34,1986,16,8,718,8,0,0,0.05,0.1,50,0.75,0.38,31.5,72.6,1,2.88,53.4,1.13,60,32,0.5,1.5,0.13,0,0
Mattia De Sciglio,ITA,DF,Juventus,Seria A,27,1992,1,0,24,0.3,0,0,0,0,50,0.25,0.12,30,75,0,0,68.8,0.49,57.1,40.5,0.18,0,0,0,0
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,34,32,2601,28.9,0.14,0.03,0.11,0.07,37.8,1.56,0.59,37,82.2,0.62,2.8,55.2,0.73,60,38.7,0.03,0.77,0.03,0,0
Aymen Barkok,MAR,MFFW,Eint Frankfurt,Bundesliga,22,1998,26,9,977,10.9,0.18,0.28,0.15,0.28,31.6,1.75,0.55,33.1,72.5,1.74,3.76,61.7,1.83,48.8,40.8,0.46,6,0,0,0
Jordan Ayew,GHA,FWMF,Crystal Palace,Premier League,28,1991,33,23,2096,23.3,0.04,0.13,0.1,0.03,44,1.07,0.47,22.1,78.6,0.6,1.55,44.1,1.93,52.3,32.5,0.6,0.71,0,0,0
Cristián Zapata,COL,DF,Genoa,Seria A,33,1986,12,12,968,10.8,0,0,0.03,0,50,0.37,0.19,40.7,89.2,0.09,1.11,57.1,0.09,50,33.1,0,0.46,0,0,0
Sofiane Boufal,MAR,FWMF,Angers,Ligue 1,26,1993,14,9,732,8.1,0.12,0,0.2,0.05,35.7,1.72,0.61,25.6,72.6,0.99,2.35,53.5,4.94,59.7,45.2,0.62,5.97,0.14,0,0
Leandro Trossard,BEL,FWMF,Brighton,Premier League,25,1994,35,30,2607,29,0.17,0.17,0.18,0.15,39.7,2,0.79,28,74.9,2.21,4.28,49,1.45,61.8,38.1,0.72,3.45,0.38,0.03,0.03
Pedro Neto,POR,FWMF,Wolves,Premier League,20,2000,31,30,2550,28.3,0.18,0.21,0.17,0.22,34.4,2.15,0.74,33.7,78.8,1.38,1.87,55.2,2.61,60.7,41.3,1.91,3.92,0.32,0.04,0.07
Alfonso Pedraza,ESP,DF,Villarreal,La Liga,24,1996,29,24,2093,23.3,0.04,0.09,0.08,0.2,36.4,0.95,0.34,41.3,79.5,1.46,2.79,65.5,1.07,49,40.3,1.07,2.36,0.39,0.04,0.04
Achraf Hakimi,MAR,DF,Inter,Seria A,21,1998,37,29,2665,29.6,0.24,0.27,0.16,0.23,39.5,1.28,0.51,43.2,82.5,1.69,4.19,62.9,1.25,55.2,42.4,1.22,2.53,0.61,0,0
Hans Hateboer,NED,DF,Atalanta,Seria A,26,1994,22,20,1762,19.6,0.1,0.05,0.16,0.08,48.1,1.38,0.66,44.7,87.1,1.17,4.13,58.9,0.26,38.5,38.6,0.15,1.99,0.1,0,0
Harvey Barnes,ENG,FWMF,Leicester City,Premier League,22,1997,25,22,1945,21.6,0.42,0.19,0.29,0.07,45.5,2.54,1.16,21.7,74.8,0.88,2.87,43.2,1.3,40.6,32.5,1.76,2.43,0.14,0,0.07
Martín Merquelanz,ESP,FWMF,Real Sociedad,La Liga,25,1995,13,4,549,6.1,0,0.16,0.18,0.3,36.4,1.8,0.66,28.4,67.6,0.82,2.13,55.9,0.49,37.5,37,0.82,3.28,0.16,0,0
Abdoul Kader Bamba,FRA,FWMF,Nantes,Ligue 1,26,1994,29,6,917,10.2,0.29,0.1,0.27,0.18,42.9,1.37,0.59,36.4,75.1,0.98,3.33,61.7,3.53,63.2,47.2,1.57,4.12,0.29,0.1,0
Aitor Ruibal,ESP,FWMF,Betis,La Liga,24,1996,28,21,1593,17.7,0.11,0.11,0.15,0.14,38.2,1.92,0.73,24.1,75.7,1.24,2.88,45.1,2.09,55.2,34.3,0.9,3.05,0.17,0,0
Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,38,34,2985,33.2,0.18,0.27,0.13,0.15,33.3,1.81,0.6,40.1,78.7,1.42,3.43,64.1,1.63,47,47.5,0.66,1.4,0,0,0
Adrián Cubas,PAR,MF,Nîmes,Ligue 1,24,1996,27,27,2242,24.9,0.04,0,0.02,0.02,45.5,0.44,0.2,34.3,82.7,0.24,2.73,50.8,0.52,61.9,33.5,0.04,4.55,0.7,0.04,0
Mikel Oyarzabal,ESP,FWMF,Real Sociedad,La Liga,23,1997,33,30,2408,26.8,0.41,0.3,0.4,0.22,37.9,2.17,0.82,25.9,70.1,1.49,3.02,48.2,1.12,50,31.3,0.6,3.77,0.71,0.04,0.11
Zinedine Ferhat,ALG,FWMF,Nîmes,Ligue 1,27,1993,33,33,2957,32.9,0.18,0.3,0.16,0.18,36.1,1.86,0.67,25,66.3,1.43,3.59,51.9,1.95,50,35.6,0.91,3.43,0.67,0.06,0.03
Ferrán Torres,ESP,FWMF,Manchester City,Premier League,20,2000,24,15,1306,14.5,0.48,0.14,0.37,0.13,38.9,2.48,0.96,24.8,81.4,1.03,2.34,42.8,1.31,43.2,32.2,0.97,2.76,0.41,0.07,0
Stefano Sturaro,ITA,MF,Hellas Verona,Seria A,27,1993,10,4,423,4.7,0,0,0,0,40,1.01,0.4,29.1,74.9,0.64,1.91,62.9,0.41,33.3,35.7,0,1.22,0,0,0
Răzvan Marin,ROU,MF,Cagliari,Seria A,24,1996,37,35,2965,32.9,0.09,0.18,0.05,0.15,35.7,0.85,0.3,42.2,81.7,1.12,3.62,60.2,0.97,54.2,38.8,0.36,2.98,0.21,0,0
Conor Townsend,ENG,DF,West Brom,Premier League,27,1993,25,25,2234,24.8,0,0.08,0.04,0.08,36.4,0.44,0.16,35.5,74.9,1.01,4.76,58.5,0.48,46.2,29.7,0.2,1.57,0.16,0,0
Kelechi Iheanacho,NGA,FW,Leicester City,Premier League,23,1996,25,16,1459,16.2,0.74,0.12,0.48,0.18,43.1,3.58,1.54,24.7,79.8,1.36,1.79,44.9,1.79,59.2,33.6,0.49,2.72,0.19,0.06,0
Tariq Lamptey,ENG,DF,Brighton,Premier League,19,2000,11,11,886,9.8,0.1,0.1,0.06,0.11,33.3,0.61,0.2,39.8,78,1.22,2.76,64.8,1.73,50,42.6,1.33,2.45,0.41,0,0
Federico Bernardeschi,ITA,DFMF,Juventus,Seria A,26,1994,27,8,972,10.8,0,0.19,0.14,0.19,46.2,1.2,0.56,42.1,77.1,1.39,3.52,66.1,1.85,58.8,46.4,0.83,3.33,0.2,0,0
Darko Lazović,SRB,DF,Hellas Verona,Seria A,29,1990,32,27,2503,27.8,0.11,0.22,0.1,0.15,34.4,1.15,0.4,36.5,72.8,2.05,5.47,58.1,0.65,50,32.8,0.65,2.34,0.32,0,0
Florian Miguel,FRA,DF,Nîmes,Ligue 1,23,1996,21,18,1538,17.1,0,0,0.08,0.01,40,0.59,0.23,43.8,82,0.41,2.81,65.6,0.12,50,40.4,0.06,0.18,0,0,0
Isaac Lihadji,FRA,MFDF,Lille,Ligue 1,18,2002,15,1,196,2.2,0,0.45,0.27,0.36,50,1.84,0.92,34.1,69.4,0.45,4.55,66.8,4.55,58.8,49.5,2.27,5,0.91,0,0
Koffi Djidji,CIV,DF,Crotone,Seria A,27,1992,20,16,1524,16.9,0.06,0,0.02,0.01,50,0.24,0.12,36.3,81.7,0.06,2.96,56.9,0.47,61.5,33,0,0.59,0.06,0,0
Amadou Traore,FRA,MFFW,Bordeaux,Ligue 1,18,2002,19,0,304,3.4,0,0.29,0.09,0.24,33.3,0.89,0.3,21.8,71.8,1.18,1.18,50.9,2.35,53.3,39.1,2.94,3.82,0.29,0,0
Gastón Ramírez,URU,MFFW,Sampdoria,Seria A,29,1990,25,10,969,10.8,0,0.37,0.06,0.18,38.5,1.21,0.46,33.2,72.2,1.2,4.35,61.7,1.57,60.7,38.2,0.28,4.07,0.74,0,0
Florent Mollet,FRA,MF,Montpellier,Ligue 1,28,1991,34,30,2355,26.2,0.11,0.19,0.13,0.13,31.4,1.95,0.61,40.3,83.3,0.84,3.85,57.3,0.65,48.6,39.5,0.27,2.52,0.31,0,0
Ansgar Knauff,GER,FWMF,Dortmund,Bundesliga,18,2002,4,0,71,0.8,1.25,1.25,0.13,1.25,50,2.54,1.27,23.8,76,2.5,2.5,51.3,8.75,63.6,46.3,0,10,2.5,1.25,0
Miguel Almirón,PAR,MFFW,Newcastle Utd,Premier League,26,1994,34,28,2429,27,0.15,0.04,0.12,0.1,39.4,1.22,0.48,26.3,81.1,0.96,2.41,43.6,1.33,56.3,33.6,0.41,3.19,0.43,0,0.14
Bram Nuytinck,NED,DF,Udinese,Seria A,30,1990,20,19,1641,18.2,0.05,0,0.02,0.01,50,0.22,0.11,38.4,85.8,0.05,1.92,56.4,0.16,60,34.1,0,0.33,0,0,0
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,1998,25,12,1168,13,0,0,0.04,0.1,45.5,0.85,0.39,40.2,78.4,1.69,2.46,65,1.08,60.9,40.2,0.77,2.15,0.23,0,0
Serge Aurier,CIV,DF,Tottenham,Premier League,27,1992,19,19,1605,17.8,0.11,0.17,0.08,0.11,42.9,0.79,0.34,43.2,80.6,1.12,3.43,68,1.01,51.4,38.2,0.17,2.9,0.28,0,0
Daniele Verde,ITA,FW,Spezia,Seria A,24,1996,21,12,980,10.9,0.55,0.09,0.3,0.14,47.1,3.12,1.47,28.2,76.9,1.01,2.29,46.2,0.92,62.5,34,1.47,2.2,0.18,0,0
Moanes Dabour,ISR,FW,Hoffenheim,Bundesliga,28,1992,22,11,999,11.1,0.36,0,0.46,0.09,46.2,2.34,1.08,22.8,73.3,1.26,3.15,46.4,2.34,59.1,33.4,0.45,1.77,0.16,0,0
Ruben Vargas,SUI,MFFW,Augsburg,Bundesliga,21,1998,30,18,1612,17.9,0.34,0.17,0.21,0.15,34.2,2.12,0.73,23.1,76.4,1.01,2.63,46.9,2.4,50,33.6,0.67,2.29,0.17,0,0
Jamal Musiala,GER,FWMF,Bayern Munich,Bundesliga,17,2003,26,7,881,9.8,0.61,0.1,0.32,0.09,44,2.55,1.12,37.7,84.8,1.33,3.88,64.4,3.78,61.7,48.2,1.12,3.47,0.61,0.2,0
Charles Traore,MLI,DF,Nantes,Ligue 1,28,1992,22,19,1700,18.9,0.05,0,0.01,0.01,50,0.11,0.05,35.4,71,0.48,3.39,63.3,0.37,41.2,29.4,0.21,0.58,0.05,0,0
Theodor Gebre Selassie,CZE,DF,Werder Bremen,Bundesliga,33,1986,34,34,3032,33.7,0.09,0.03,0.04,0.04,40,0.59,0.24,34.9,76.3,0.71,3.23,57.4,0.15,41.7,27,0.09,1.13,0.12,0,0.03
Luke Thomas,ENG,DF,Leicester City,Premier League,19,2001,14,12,969,10.8,0.09,0,0.03,0.02,37.5,0.74,0.28,33.2,74.2,0.65,2.59,58.2,0.93,58.8,33,0.37,1.3,0.28,0,0
Dan Ndoye,SUI,FWMF,Nice,Ligue 1,19,2000,28,3,551,6.1,0.16,0.16,0.2,0.02,35.7,2.29,0.82,21.5,73.6,0.33,1.15,46.2,1.97,52.2,35.4,1.97,1.97,0.16,0,0.16
Luca Netz,GER,DFMF,Hertha BSC,Bundesliga,17,2003,11,2,309,3.4,0.29,0,0.24,0.03,33.3,0.87,0.29,38.5,77.5,0.59,3.53,62.6,1.47,55.6,41.5,0.59,1.76,0.29,0,0.29
Gleison Bremer,BRA,DF,Torino,Seria A,23,1997,33,33,2935,32.6,0.15,0,0.1,0.02,34.6,0.8,0.28,41.3,84.4,0.09,2.12,62,0.18,50,38.2,0,3.61,0.54,0.05,0.1
Anwar El Ghazi,NED,FW,Aston Villa,Premier League,25,1995,28,17,1613,17.9,0.56,0,0.45,0.13,43.3,3.35,1.45,24.1,70.5,1.01,2.18,47.9,1.56,57.1,31.4,0.89,3.07,0.06,0,0.06
Jonathan Schmid,FRA,DFMF,Freiburg,Bundesliga,30,1990,31,27,2393,26.6,0.08,0.08,0.05,0.08,40.9,0.83,0.34,38,76.7,1.39,4.77,59,0.75,58.8,31.8,0.26,2.22,0.19,0,0
Daniel Bessa,ITA,MFFW,Hellas Verona,Seria A,27,1993,18,4,615,6.8,0,0.29,0.12,0.22,50,1.17,0.59,37.8,85.1,1.62,3.53,54.9,0.29,28.6,41.3,0.59,1.14,0.1,0,0
Kike Barja,ESP,MFFW,Osasuna,La Liga,23,1997,33,17,1433,15.9,0.13,0.19,0.11,0.12,54.5,1.38,0.75,22.2,69.1,1.26,2.83,46,2.83,57,37.5,0.44,0,0,0,0
Marko Pjaca,CRO,FWMF,Genoa,Seria A,25,1995,35,15,1418,15.8,0.19,0.13,0.18,0.13,36.7,1.9,0.7,27,83.9,0.89,2.03,44.3,1.65,55.3,34.2,0.82,2.47,0.25,0,0
Son,ESP,DFMF,Levante,La Liga,26,1994,28,10,1106,12.3,0,0,0.04,0.1,62.5,0.65,0.41,39.4,76.1,2.28,5.69,62.3,0.98,50,35.9,0.08,2.76,0.08,0,0
Demarai Gray,ENG,FW,Leverkusen,Bundesliga,24,1996,10,5,442,4.9,0.2,0.41,0.24,0.16,46.7,3.05,1.43,24.5,67,1.22,3.06,49.8,2.65,61.9,38.4,2.65,3.27,0.41,0,0
Gianluca Caprari,ITA,MFFW,Benevento,Seria A,27,1993,30,23,1865,20.7,0.24,0.29,0.2,0.15,31.9,2.27,0.72,24.2,72,1.11,2.61,48.7,2.22,48.4,36.4,0.87,0,0,0,0
James Maddison,ENG,MFFW,Leicester City,Premier League,23,1996,31,24,2099,23.3,0.34,0.21,0.19,0.23,32.4,3.17,1.03,37,77.3,1.5,4.33,60.4,1.37,58.2,41.5,0.6,4.51,0.47,0,0
Davide Zappacosta,ITA,DF,Genoa,Seria A,28,1992,25,23,2045,22.7,0.18,0.09,0.11,0.05,30.2,1.89,0.57,38.6,80.1,0.88,2.29,60.2,1.32,41.1,40.1,1.23,1.89,0.26,0.04,0.13
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,28,1992,20,17,1588,17.6,0,0.23,0.07,0.19,40,0.57,0.23,40.1,73.7,1.76,5.06,62.7,0.45,38.1,33,0.17,2.05,0.34,0.06,0
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,18,2002,2,2,155,1.7,0.59,0,0.18,0,33.3,1.74,0.58,25.3,81.1,0,1.18,50.6,2.35,57.1,35.3,0.59,1.18,0,0,0
Samuel Kalu,NGA,FWMF,Bordeaux,Ligue 1,22,1997,20,14,964,10.7,0.37,0.09,0.14,0.05,33.3,2.24,0.75,21.5,72.6,0.56,2.06,49.5,3.46,54.4,37.4,1.12,2.24,0.19,0,0
Salvatore Molina,ITA,MFDF,Crotone,Seria A,28,1992,29,28,2315,25.7,0.04,0.16,0.03,0.11,33.3,0.58,0.19,33.1,78,1.32,3.62,52.4,1.09,58.3,34.8,0.27,1.71,0.27,0,0
Saïd Benrahma,ALG,FWMF,West Ham,Premier League,24,1995,30,14,1391,15.5,0.06,0.39,0.15,0.28,31.4,2.26,0.71,26.5,78,1.42,3.03,48.6,3.1,57.8,40.3,0.97,1.77,0.41,0,0
Sergio Carreira,ESP,DF,Celta Vigo,La Liga,19,2000,3,3,259,2.9,0.34,0,0.14,0,50,0.69,0.35,31.4,77.1,0.69,3.45,49.7,0.34,50,23.8,0,3.64,0.7,0.12,0
Aaron Hickey,SCO,DF,Bologna,Seria A,18,2002,11,10,758,8.4,0,0,0.01,0.04,33.3,0.36,0.12,40.4,83.9,0.48,2.86,60.1,0.95,53.3,38.3,0.24,0.83,0.12,0,0
Florian Wirtz,GER,MF,Leverkusen,Bundesliga,17,2003,29,25,2224,24.7,0.2,0.24,0.18,0.19,45.2,1.25,0.57,33.2,78.2,1.13,4.17,53.6,2.51,67.4,39.7,0.36,3.48,0.4,0.04,0
Jack Harrison,ENG,MF,Leeds United,Premier League,23,1996,36,34,2847,31.6,0.25,0.25,0.21,0.22,40.4,1.49,0.6,24.9,67.8,2.06,3.51,49.2,1.46,59,35.3,0.98,3.29,0.47,0.06,0
Morgan Gibbs-White,ENG,MFFW,Wolves,Premier League,20,2000,11,4,414,4.6,0.22,0,0.22,0.13,33.3,1.96,0.65,41.3,80.9,0.65,4.78,63.7,1.52,53.8,45.2,0.43,3.7,0.22,0,0
Domenico Berardi,ITA,FWMF,Sassuolo,Seria A,25,1994,30,28,2475,27.5,0.62,0.25,0.53,0.19,29.4,3.71,1.09,35.9,76.2,3.53,5.96,61.2,1.09,52.6,44.7,1.2,3.33,3.33,0,0
Ashley Young,ENG,DF,Inter,Seria A,35,1985,26,16,1425,15.8,0.06,0.25,0.09,0.17,33.3,0.95,0.32,34.9,81.5,1.71,3.1,50.7,0.38,42.9,30.3,0.38,2.47,0.25,0,0
Takefusa Kubo,JPN,MFFW,Villarreal,La Liga,19,2001,13,2,299,3.3,0,0,0.42,0.15,46.7,1.68,0.78,30.9,73.4,1.82,4.55,39.7,2.25,45.5,29.3,0.79,2.36,0.34,0,0.11
Imran Louza,MAR,MF,Nantes,Ligue 1,21,1999,33,28,2379,26.4,0.27,0.08,0.22,0.08,32.3,1.17,0.38,39.3,78.5,0.45,3.83,60.8,0.76,52.6,35.9,0.23,1.89,0.11,0,0.04
Arber Zeneli,KVX,MFFW,Reims,Ligue 1,25,1995,28,14,1289,14.3,0.21,0.21,0.12,0.14,42.9,1.47,0.63,20.8,72.6,0.7,1.96,43.1,2.94,53.2,32.3,1.12,2.38,0.35,0,0.07
Marcos Alonso,ESP,DF,Chelsea,Premier League,29,1990,13,11,960,10.7,0.19,0,0.16,0.1,40.9,2.06,0.84,45.1,81.6,0.75,4.58,68.1,0.65,50,40.6,0.84,2.33,0.15,0,0.04
Jerdy Schouten,NED,MF,Bologna,Seria A,23,1997,34,28,2512,27.9,0.04,0.04,0.01,0.1,44.4,0.32,0.14,43.2,86.7,0.43,4.23,59.8,1.4,60,39.7,0.11,1.65,0.04,0,0
Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,1998,34,29,2559,28.4,0.14,0.21,0.08,0.1,35.1,1.3,0.46,32.3,79.3,1.13,3.91,52.2,2.43,63.9,41.6,0.63,2.92,0.42,0.14,0.04
Julien Faussurier,FRA,DF,Brest,Ligue 1,33,1987,17,9,955,10.6,0,0.28,0.05,0.21,42.9,0.66,0.28,44,76.4,2.92,5.75,66.8,0.57,54.5,37.5,0.66,2.92,0.47,0,0
Rodrigo,ESP,MFFW,Leeds United,Premier League,29,1991,26,14,1288,14.3,0.49,0.14,0.44,0.17,35.4,3.35,1.19,30.2,75.4,1.4,3.99,53.1,1.26,62.1,35.3,0.77,4.48,0.77,0.14,0.21
Franck Honorat,FRA,MFFW,Brest,Ligue 1,23,1996,36,28,2458,27.3,0.29,0.15,0.13,0.25,57.1,1.54,0.88,25.3,66.9,1.83,3.15,47.8,1.28,44.9,30.4,0.84,3.85,0.37,0,0.07
Islam Slimani,ALG,FW,Lyon,Ligue 1,32,1988,18,4,579,6.4,0.47,0.16,0.44,0.23,36.8,2.95,1.09,28.4,74.3,1.25,2.81,49.4,0.47,50,26.9,0.16,2.19,0.16,0,0
Ludovic Blas,FRA,MFFW,Nantes,Ligue 1,22,1997,36,32,2787,31,0.32,0.13,0.21,0.12,33.3,2.33,0.78,24.9,79.5,0.74,2.94,46.8,2.84,56.8,35.9,0.58,0,0,0,0
Kean Bryan,ENG,DF,Sheffield Utd,Premier League,23,1996,13,12,1004,11.2,0.09,0,0.04,0.04,50,0.18,0.09,28.8,72.9,0.27,1.96,52.8,0.27,60,28.3,0,2.57,0.14,0,0
Kingsley Coman,FRA,FWMF,Bayern Munich,Bundesliga,24,1996,29,23,1752,19.5,0.26,0.51,0.21,0.34,36.5,2.67,0.98,34.9,79.4,2,3.23,58.7,3.38,64.1,48.5,2.41,0,0,0,0
Ian Carlo Poveda,ENG,MFDF,Leeds United,Premier League,20,2000,14,0,355,3.9,0,0,0.1,0.21,60,1.27,0.76,22.1,73.5,2.31,4.62,46.7,3.33,59.1,40,1.79,0,0,0,0
Jayden Bogle,ENG,DF,Sheffield Utd,Premier League,20,2000,16,12,1110,12.3,0.16,0,0.15,0.02,41.2,1.38,0.57,24.4,78.3,0.57,1.87,45.4,1.38,44.7,26.3,0.08,2.58,0.32,0,0
Matteo Politano,ITA,FW,Napoli,Seria A,26,1993,37,22,1908,21.2,0.42,0.19,0.25,0.15,32.3,2.92,0.94,31,76,1.32,3.25,53.4,1.79,62.3,41.1,1.51,4.29,0.61,0.24,0
Jens Stryger Larsen,DEN,DF,Udinese,Seria A,29,1991,33,30,2638,29.3,0.07,0,0.1,0.03,45.8,0.82,0.38,36,78.6,0.82,3.72,53.6,0.51,65.2,34,0.24,1.02,0.07,0,0
Jonás Ramalho,ESP,DF,Osasuna,La Liga,27,1993,5,3,304,3.4,0,0,0.03,0,50,0.59,0.3,29.7,76.5,0.88,2.35,47.1,0.88,50,24.1,0,0.29,0,0,0
Saša Lukić,SRB,MF,Torino,Seria A,23,1996,32,24,2106,23.4,0.13,0,0.09,0.07,36.8,0.81,0.3,27.7,80.3,0.77,2.44,44.4,0.98,56.1,31.4,0.34,2.35,0.13,0,0
Lucas Deaux,FRA,MFDF,Nîmes,Ligue 1,31,1988,25,19,1754,19.5,0.05,0.1,0.05,0.05,42.9,0.72,0.31,41.1,79.6,0.62,3.44,62.4,1.03,62.5,37.5,0.21,2,0.18,0,0
Yannick Gerhardt,GER,MFFW,Wolfsburg,Bundesliga,26,1994,29,21,1936,21.5,0.09,0.19,0.18,0.16,35.5,1.44,0.51,26.4,74.2,0.7,2.74,48.2,0.6,50,28.3,0.56,1.77,0.33,0,0.05
David Pereira da Costa,POR,MFFW,Lens,Ligue 1,19,2001,8,1,158,1.8,0.56,0.56,0.39,0.06,50,1.14,0.57,25,75,1.11,3.33,44.4,1.67,60,31.1,0.56,2.5,0,0,0
Mikkel Damsgaard,DEN,MFFW,Sampdoria,Seria A,20,2000,35,18,1773,19.7,0.1,0.2,0.12,0.14,33.3,1.22,0.41,26.8,70.8,1.07,3.5,53.2,2.59,59.3,37.4,0.71,1.49,0.25,0,0
Alexis Sánchez,CHI,FW,Inter,Seria A,31,1988,30,12,1146,12.7,0.55,0.39,0.44,0.46,53.6,2.2,1.18,32.6,78.3,2.44,4.49,56.5,2.2,68.3,43.2,1.02,5.59,1.18,0.08,0
